MANDT;MATNR;STPRS;BKLAS
400;MR311129;0.00;3100
400;MR516206007;0.00;3100
400;MR516185;0.00;3100
400;MR516101021;0.00;3100
400;MR516219;0.00;3100
400;MR412412;0.00;3100
400;ML_RM_070;350.00;3000
400;MR516122015;0.00;3100
400;MR516122015;0.00;3100
400;MR516206007;0.00;3100
400;MR516101021;0.00;3100
400;MR516235;0.00;3100
400;MR412412;0.00;3100
400;MR516162;0.00;3100
400;MR516112016;0.00;3100
400;ML_RM_071;200.00;3000
400;MR516122015;0.00;3100
400;MR311129;0.00;3100
400;MR516101022;0.00;3100
400;MR516206007;0.00;3100
400;MR516206010;0.00;3100
400;MR412412;0.00;3100
400;MR516235;0.00;3100
400;ML_RM_072;200.00;3000
400;MR516112017;0.00;3100
400;MR516101022;0.00;3100
400;MR516122022;0.00;3100
400;MR318313;0.00;3100
400;MR412412;0.00;3100
400;MR516122016;0.00;3100
400;MR516235;0.00;3100
400;MR516206008;0.00;3100
400;ML_RM_073;200.00;3000
400;MR516112018;0.00;3100
400;MR411120;0.00;3100
400;MR516101022;0.00;3100
400;MR412420;0.00;3100
400;MR516120016;0.00;3100
400;MR516235;0.00;3100
400;ML_SG_022;13000.00;7900
400;MR318411;0.00;3100
400;MR516206008;0.00;3100
400;MR516112019;0.00;3100
400;MR516122016;0.00;3100
400;MR516101023;0.00;3100
400;MR412420;0.00;3100
400;MR516206008;0.00;3100
400;MR516185;0.00;3100
400;ML_SG_023;14000.00;7900
400;MR516112020;0.00;3100
400;MR411120;0.00;3100
400;MR516101001;0.00;3100
400;MR516206009;0.00;3100
400;MR516101023;0.00;3100
400;MR412420;0.00;3100
400;MR516122016;0.00;3100
400;MR700027;0.00;3100
400;ML_FG_006;40000.00;7920
400;MR516185;0.00;3100
400;MR516158;0.00;3100
400;MR516112021;0.00;3100
400;MR516206009;0.00;3100
400;MR516101023;0.00;3100
400;MR412420;0.00;3100
400;MR411121;0.00;3100
400;ML_FG_007;41500.00;7920
400;MC-1454;0.05;3100
400;MR516185;0.00;3100
400;MR516122016;0.00;3100
400;MR516101025;0.00;3100
400;MR516112022;0.00;3100
400;MR412420;0.00;3100
400;MR516206010;0.00;3100
400;MR516101024;0.00;3100
400;MR411121;0.00;3100
400;ML_FG_008;41800.00;7920
400;MR516120008;0.00;3100
400;MR516185;0.00;3100
400;MR516122017;0.00;3100
400;MR516101003;0.00;3100
400;MR516112023;0.00;3100
400;MR412421;0.00;3100
400;MR516206010;0.00;3100
400;MR411122;0.00;3100
400;ML_FG_009;42000.00;7920
400;MR516186;0.00;3100
400;MR516122017;0.00;3100
400;MR516101024;0.00;3100
400;MR516120012;0.00;3100
400;MR516112024;0.00;3100
400;MR412421;0.00;3100
400;MR516206011;0.00;3100
400;MR411122;0.00;3100
400;ML_SG_025;12000.00;7900
400;MR516186;0.00;3100
400;MR516122017;0.00;3100
400;MR516120002;0.00;3100
400;MR516122010;0.00;3100
400;MR412421;0.00;3100
400;MR516206011;0.00;3100
400;ML_SG_029;3000.00;7900
400;MR411123;0.00;3100
400;MR516112025;0.00;3100
400;MR516101024;0.00;3100
400;MR516122017;0.00;3100
400;MR516186;0.00;3100
400;MR516206005;0.00;3100
400;MR516135;0.00;3100
400;MR412421;0.00;3100
400;ML_SG_034;1000.00;7900
400;MR516206012;0.00;3100
400;MR411123;0.00;3100
400;MR516122018;0.00;3100
400;MR516101025;0.00;3100
400;MR516186;0.00;3100
400;MR516101025;0.00;3100
400;ML_SG_036;500.00;7900
400;MR700004;0.00;3100
400;MR412421;0.00;3100
400;MR516101001;0.00;3100
400;MR516206012;0.00;3100
400;MR411124;0.00;3100
400;MR516122018;0.00;3100
400;MR516101025;0.00;3100
400;MR516187;0.00;3100
400;ML_SG_035;2000.00;7900
400;MR516112001;0.00;3100
400;MR412610;0.00;3100
400;MR411124;0.00;3100
400;MR516218;0.00;3100
400;MR516206003;0.00;3100
400;MR516122018;0.00;3100
400;MR516101002;0.00;3100
400;ML_SG_037;300.00;7900
400;MR516187;0.00;3100
400;MR412610;0.00;3100
400;MR411125;0.00;3100
400;MR516101006;0.00;3100
400;MR516101025;0.00;3100
400;MR516218;0.00;3100
400;MR516101001;0.00;3100
400;ML_SG_030;3000.00;7900
400;MR516101003;0.00;3100
400;MR516122018;0.00;3100
400;MR411125;0.00;3100
400;MR412610;0.00;3100
400;MR516187;0.00;3100
400;MR516101001;0.00;3100
400;MR516219;0.00;3100
400;MR516120001;0.00;3100
400;MR516158;0.00;3100
400;ML_SG_031;1000.00;7900
400;MR516101004;0.00;3100
400;MR411126;0.00;3100
400;MR412610;0.00;3100
400;MR516187;0.00;3100
400;MR516133;0.00;3100
400;MR516219;0.00;3100
400;MR516120001;0.00;3100
400;ETO HOUSING BLACK;10.00;7900
400;MR516122019;0.00;3100
400;ML_SG_032;600.00;7900
400;MR516101005;0.00;3100
400;MR411126;0.00;3100
400;MR412610;0.00;3100
400;MR700043;0.00;3100
400;MR516120001;0.00;3100
400;MR516235;0.00;3100
400;MR525851;0.00;3100
400;MC-1455;0.05;3100
400;MR516101006;0.00;3100
400;ML_SG_033;500.00;7900
400;MR516122019;0.00;3100
400;MR700043;0.00;3100
400;MR412611;0.00;3100
400;MR516120002;0.00;3100
400;MR516235;0.00;3100
400;MR411127;0.00;3100
400;ML_SG_026;10000.00;7900
400;MR516101007;0.00;3100
400;MR516206012;0.00;3100
400;MR516101013;0.00;3100
400;MR516122019;0.00;3100
400;MR700043;0.00;3100
400;MR412611;0.00;3100
400;MR525851;0.00;3100
400;ML_SG_038;100.00;7900
400;MR516120002;0.00;3100
400;MR516101008;0.00;3100
400;MR411127;0.00;3100
400;MR412611;0.00;3100
400;MR700044;0.00;3100
400;ETO MOTOR 110;1.00;7900
400;MR525851;0.00;3100
400;ML_SG_027;7000.00;7900
400;MR516122019;0.00;3100
400;MR516218;0.00;3100
400;MR516101009;0.00;3100
400;MR411128;0.00;3100
400;MR412611;0.00;3100
400;ML_SG_028;10000.00;7900
400;MR525852;0.00;3100
400;MR516120002;0.00;3100
400;MR516101010;0.00;3100
400;MR516101007;0.00;3100
400;MZ-FG-B1;100.00;7920
400;MR411128;0.00;3100
400;MR516122020;0.00;3100
400;MR700044;0.00;3100
400;MR412611;0.00;3100
400;ML_SG_039;6000.00;7900
400;MR525852;0.00;3100
400;MR516101011;0.00;3100
400;MR516120003;0.00;3100
400;MR411129;0.00;3100
400;MR516112019;0.00;3100
400;ML_SG_040;2000.00;7900
400;MZ-RM-P3;0.00;3000
400;MR531101001;0.00;3100
400;MR516101012;0.00;3100
400;MR700044;0.00;3100
400;MR516150001;0.00;3100
400;MR411129;0.00;3100
400;MR516122020;0.00;3100
400;MR516101010;0.00;3100
400;ML_SG_041;1000.00;7900
400;MR516120003;0.00;3100
400;MR531101001;0.00;3100
400;MR516101013;0.00;3100
400;MR516150001;0.00;3100
400;MR700044;0.00;3100
400;MR411210;0.00;3100
400;MZ-SG-S1;40.00;7900
400;ML_FG_0001;25000.00;7900
400;MC-1456;0.25;3100
400;MR516122020;0.00;3100
400;MR516120003;0.00;3100
400;MR531101002;0.00;3100
400;MR516101014;0.00;3100
400;MR411210;0.00;3100
400;ML_FG_002;24000.00;7920
400;MR516120004;0.00;3100
400;MR516150001;0.00;3100
400;MC-1457;0.50;3100
400;MR700045;0.00;3100
400;MR531101002;0.00;3100
400;MR516122020;0.00;3100
400;MR516150001;0.00;3100
400;MC-1458;25.00;3050
400;MR411211;0.00;3100
400;MR516101015;0.00;3100
400;ML_FG_003;21000.00;7920
400;MR531101003;0.00;3100
400;MR516122021;0.00;3100
400;MR516150002;0.00;3100
400;MR516120004;0.00;3100
400;MR516120012;0.00;3100
400;MR411211;0.00;3100
400;ML_FG_004;20000.00;7920
400;MR516101016;0.00;3100
400;MR700045;0.00;3100
400;MR516122021;0.00;3100
400;MR531101003;0.00;3100
400;MR411311;0.00;3100
400;ML_FG_010;40000.00;7920
400;MR700043;0.00;3100
400;MR516122021;0.00;3100
400;MR516112002;0.00;3100
400;MR700045;0.00;3100
400;MR535158;0.00;3100
400;ML_FG_011;40000.00;7920
400;MR411311;0.00;3100
400;MR516101017;0.00;3100
400;MR516122021;0.00;3100
400;MR700045;0.00;3100
400;MR535158;0.00;3100
400;MR516120004;0.00;3100
400;ML_FG_012;40000.00;7920
400;MR411312;0.00;3100
400;MR516122010;0.00;3100
400;MR516122022;0.00;3100
400;MR535159;0.00;3100
400;MR700046;0.00;3100
400;ML_FG_013;40000.00;7920
400;MR516101018;0.00;3100
400;MR516120005;0.00;3100
400;MR535159;0.00;3100
400;MR516122022;0.00;3100
400;ML_RM_080;100.00;3000
400;MR516166;0.00;3100
400;MR516120005;0.00;3100
400;MR516101019;0.00;3100
400;MR585158;0.00;3100
400;MR516122022;0.00;3100
400;ML_RM_081;50.00;3000
400;MR516187;0.00;3100
400;MR700046;0.00;3100
400;MR516120005;0.00;3100
400;MR516122022;0.00;3100
400;ML_RM_082;50.00;3000
400;MR585158;0.00;3100
400;MR318312;0.00;3100
400;MR516150002;0.00;3100
400;MR516101020;0.00;3100
400;MR516122023;0.00;3100
400;ML_RM_083;50.00;3000
400;MR700046;0.00;3100
400;MR516120006;0.00;3100
400;MR585159;0.00;3100
400;MR411312;0.00;3100
400;MR516101021;0.00;3100
400;ML_RM_084;50.00;3000
400;MR516120006;0.00;3100
400;MR516122023;0.00;3100
400;MR585158;0.00;3100
400;MR516150002;0.00;3100
400;MR700047;0.00;3100
400;MR585159;0.00;3100
400;MR411411;0.00;3100
400;ML_RM_085;50.00;3000
400;MR516120006;0.00;3100
400;MR516122023;0.00;3100
400;ML_RM_086;50.00;3000
400;MR411411;0.00;3100
400;MR516206008;0.00;3100
400;MR516122012;0.00;3100
400;MR516101022;0.00;3100
400;MR700047;0.00;3100
400;MR595158;0.00;3100
400;MR516150002;0.00;3100
400;ML_RM_087;50.00;3000
400;MR516120007;0.00;3100
400;MR411412;0.00;3100
400;MR516122023;0.00;3100
400;MR516101023;0.00;3100
400;ML_RM_088;50.00;3000
400;MR700047;0.00;3100
400;MR516150003;0.00;3100
400;MR516122024;0.00;3100
400;MR411412;0.00;3100
400;MR516120007;0.00;3100
400;MR516120017;0.00;3100
400;MR595158;0.00;3100
400;ML_RM_089;50.00;3000
400;MR516112003;0.00;3100
400;MR516150003;0.00;3100
400;MR516101024;0.00;3100
400;MR516122024;0.00;3100
400;MR700047;0.00;3100
400;MR516120007;0.00;3100
400;MR516101004;0.00;3100
400;MR411420;0.00;3100
400;ML_RM_090;50.00;3000
400;MR516150003;0.00;3100
400;MR516122024;0.00;3100
400;MR516101025;0.00;3100
400;MR595159;0.00;3100
400;MR516206001;0.00;3100
400;MR516120008;0.00;3100
400;ML_RM_091;50.00;3000
400;MR700046;0.00;3100
400;MR700027;0.00;3100
400;MR516122024;0.00;3100
400;MR516150003;0.00;3100
400;MR516101001;0.00;3100
400;MR411420;0.00;3100
400;MR595159;0.00;3100
400;MR311232;0.00;3100
400;MR516120008;0.00;3100
400;ML_RM_092;50.00;3000
400;MR516150004;0.00;3100
400;MR516122025;0.00;3100
400;MR516101002;0.00;3100
400;MR700004;0.00;3100
400;MR516122022;0.00;3100
400;MR311630;0.00;3100
400;MR700027;0.00;3100
400;MR516120008;0.00;3100
400;ML_RM_093;50.00;3000
400;MR411421;0.00;3100
400;MR516150004;0.00;3100
400;MR516101003;0.00;3100
400;MR700004;0.00;3100
400;MR516112004;0.00;3100
400;ML_RM_094;50.00;3000
400;MR516122025;0.00;3100
400;MR516120009;0.00;3100
400;MR700027;0.00;3100
400;MR516150004;0.00;3100
400;MR516122006;0.00;3100
400;MR411421;0.00;3100
400;MR700018;0.00;3100
400;MR516101004;0.00;3100
400;MR516112018;0.00;3100
400;ML_RM_095;50.00;3000
400;MR516120009;0.00;3100
400;MR516122025;0.00;3100
400;MR516150004;0.00;3100
400;MR411520;0.00;3100
400;ML_RM_096;50.00;3000
400;MR700018;0.00;3100
400;MR516101005;0.00;3100
400;MR516206006;0.00;3100
400;MR700027;0.00;3100
400;MR516112010;0.00;3100
400;MR516120009;0.00;3100
400;MR516122025;0.00;3100
400;MR531101001;0.00;3100
400;MR411520;0.00;3100
400;ML_RM_097;50.00;3000
400;MR700027;0.00;3100
400;MR516101006;0.00;3100
400;MR516122002;0.00;3100
400;MR311619;0.00;3100
400;MR411521;0.00;3100
400;ML_RM_098;50.00;3000
400;MR531101001;0.00;3100
400;MR700028;0.00;3100
400;MR516120010;0.00;3100
400;MR516206010;0.00;3100
400;MR700027;0.00;3100
400;MR516101007;0.00;3100
400;MR516122011;0.00;3100
400;MR411521;0.00;3100
400;MR311619;0.00;3100
400;ML_RM_099;30.00;3000
400;MR531101001;0.00;3100
400;MR700028;0.00;3100
400;MR700028;0.00;3100
400;MR516236;0.00;3100
400;MR411610;0.00;3100
400;ML_RM_100;30.00;3000
400;MR516101008;0.00;3100
400;MR516120010;0.00;3100
400;MR311619;0.00;3100
400;MR531101001;0.00;3100
400;MR516112012;0.00;3100
400;MR700028;0.00;3100
400;MR700028;0.00;3100
400;MR411610;0.00;3100
400;MR516101022;0.00;3100
400;ML_RM_101;30.00;3000
400;MR531101002;0.00;3100
400;MR311621;0.00;3100
400;MR700028;0.00;3100
400;MR700029;0.00;3100
400;MR411611;0.00;3100
400;MR516120010;0.00;3100
400;ML_RM_102;30.00;3000
400;MR516122012;0.00;3100
400;MR516101016;0.00;3100
400;MR531101002;0.00;3100
400;MR516101009;0.00;3100
400;MR311621;0.00;3100
400;MR411611;0.00;3100
400;MR700029;0.00;3100
400;MR700029;0.00;3100
400;ML_RM_103;30.00;3000
400;MR516135;0.00;3100
400;MR516120011;0.00;3100
400;MR311621;0.00;3100
400;MR531101002;0.00;3100
400;MR411820;0.00;3100
400;MR700043;0.00;3100
400;ML_RM_104;30.00;3000
400;MR700029;0.00;3100
400;MR516112009;0.00;3100
400;MR585158;0.00;3100
400;MR516120011;0.00;3100
400;MR516101010;0.00;3100
400;MR411820;0.00;3100
400;MR311630;0.00;3100
400;MR531101002;0.00;3100
400;ML_RM_105;30.00;3000
400;MR700043;0.00;3100
400;MR700029;0.00;3100
400;MR516122021;0.00;3100
400;MR516120011;0.00;3100
400;MR516101011;0.00;3100
400;MR411821;0.00;3100
400;MR516147;0.00;3100
400;MR311630;0.00;3100
400;MR700044;0.00;3100
400;ML_RM_106;30.00;3000
400;MR531101003;0.00;3100
400;MR516120012;0.00;3100
400;MR516120021;0.00;3100
400;MR516133;0.00;3100
400;MR411821;0.00;3100
400;MR516101012;0.00;3100
400;MR700044;0.00;3100
400;ML_RM_107;30.00;3000
400;MR531101003;0.00;3100
400;MR311630;0.00;3100
400;MR516120012;0.00;3100
400;MR516112006;0.00;3100
400;MR516133;0.00;3100
